weight,height,size
58,167.64,S
68,165.1,XXXL
65,170.18,XL
65,165.1,L
50,149.86,XXS
74,160.02,XXXL
54,160.02,M
65,172.72,L
58,175.26,S
58,175.26,M
72,170.18,L
56,167.64,S
56,165.1,XXXL
68,167.64,XXXL
72,157.48,XXXL
53,154.94,M
48,152.4,S
63,162.56,M
61,170.18,M
70,162.56,XXXL
56,154.94,M
56,170.18,M
56,167.64,M
67,160.02,L
52,154.94,S
72,162.56,XXXL
74,170.18,XXXL
53,160.02,S
62,157.48,M
64,162.56,XL
72,167.64,XL
61,172.72,S
65,167.64,L
56,157.48,M
65,170.18,L
54,162.56,M
72,165.1,XXXL
58,172.72,L
58,170.18,M
70,160.02,XXXL
47,147.32,XXS
76,172.72,XXXL
53,157.48,XXS
72,170.18,XXXL
81,175.26,XXXL
57,175.26,M
61,170.18,XL
70,157.48,XXXL
58,165.1,L
52,165.1,M
63,170.18,XL
52,162.56,XXS
56,170.18,S
65,172.72,L
55,165.1,S
50,162.56,S
58,172.72,M
56,170.18,S
54,154.94,XL
52,154.94,S
47,160.02,XXS
68,177.8,XL
68,175.26,XXXL
65,175.26,L
45,157.48,XXS
68,165.1,XL
61,172.72,L
65,177.8,M
72,170.18,XXXL
70,167.64,XXXL
54,157.48,M
74,167.64,XXXL
56,149.86,L
50,162.56,XXS
74,160.02,XXXL
83,160.02,XXXL
86,160.02,XXXL
61,170.18,XL
61,170.18,XL
54,162.56,S
79,172.72,XXXL
61,177.8,S
50,157.48,S
61,162.56,L
58,160.02,XL
63,177.8,M
61,172.72,M
52,162.56,XXS
63,157.48,M
54,170.18,S
58,165.1,M
63,165.1,XXXL
61,167.64,S
74,175.26,XXXL
65,167.64,XL
74,172.72,XXXL
68,157.48,XXXL
56,170.18,S
61,160.02,M
52,162.56,XXS
49,157.48,XXS
61,167.64,XL
58,170.18,L
49,152.4,XXS
68,160.02,XXXL
53,170.18,S
68,170.18,XL
67,180.34,XL
63,167.64,S
56,157.48,M
70,177.8,L
54,157.48,S
63,167.64,XL
61,165.1,M
58,157.48,M
61,157.48,XL
58,160.02,L
58,160.02,XL
49,157.48,XXS
50,175.26,S
61,167.64,M
63,165.1,L
65,170.18,L
72,185.42,XL
74,172.72,L
70,175.26,XXXL
52,162.56,S
54,160.02,L
54,172.72,S
56,160.02,M
53,165.1,S
58,170.18,L
61,162.56,L
56,172.72,XXS
53,154.94,M
54,165.1,L
58,175.26,M
58,165.1,M
72,162.56,XL
60,167.64,M
61,165.1,XXXL
58,165.1,M
54,165.1,XXS
53,162.56,M
54,167.64,S
61,172.72,XL
52,160.02,S
70,177.8,XXXL
71,170.18,XXXL
46,157.48,XXS
61,167.64,S
50,157.48,S
72,172.72,XXXL
54,162.56,S
74,165.1,XXXL
72,180.34,XL
56,167.64,M
59,162.56,L
58,152.4,XL
63,170.18,M
63,172.72,M
60,175.26,M
77,162.56,XXXL
56,162.56,M
56,157.48,M
58,170.18,S
49,167.64,XXS
52,154.94,M
63,172.72,M
72,160.02,L
68,160.02,XL
50,154.94,M
59,167.64,L
58,165.1,M
52,160.02,S
57,152.4,M
58,160.02,L
54,167.64,S
53,160.02,S
63,170.18,XL
72,177.8,XXXL
79,170.18,XXXL
53,160.02,XXS
58,162.56,S
55,160.02,S
47,167.64,XXS
79,172.72,XXXL
56,165.1,S
59,170.18,XL
52,162.56,S
58,167.64,M
52,165.1,S
58,172.72,M
54,170.18,S
61,165.1,L
68,167.64,XL
49,152.4,S
57,162.56,S
55,170.18,S
69,177.8,M
58,167.64,S
65,180.34,XL
56,175.26,S
61,175.26,S
65,175.26,L
68,165.1,M
54,157.48,M
56,160.02,S
58,165.1,M
56,152.4,L
61,172.72,M
65,157.48,L
68,180.34,XL
58,165.1,S
49,167.64,S
58,167.64,S
56,172.72,M
53,165.1,XXS
58,162.56,M
53,162.56,S
65,160.02,M
54,157.48,S
59,175.26,S
53,160.02,M
63,170.18,M
51,160.02,XXS
67,170.18,L
77,170.18,XXXL
58,162.56,XL
55,152.4,XL
70,167.64,L
52,157.48,XXS
52,167.64,M
58,157.48,S
60,162.56,XL
69,177.8,XXXL
68,175.26,XL
61,172.72,S
60,157.48,XL
56,167.64,S
77,162.56,XXXL
54,170.18,S
58,167.64,M
61,167.64,M
78,175.26,XXXL
47,162.56,XXS
61,170.18,XL
72,165.1,XXXL
56,157.48,M
50,157.48,S
56,160.02,S
56,162.56,XXXL
72,165.1,XXXL
52,157.48,S
68,167.64,XL
63,165.1,XL
72,154.94,XXXL
77,172.72,XL
47,157.48,S
74,172.72,XL
77,172.72,XL
53,160.02,S
63,177.8,XL
80,175.26,XXXL
55,162.56,M
51,154.94,XXS
92,182.88,XXXL
54,167.64,S
65,170.18,L
61,162.56,M
47,154.94,XXS
65,167.64,M
65,,L
54,165.1,M
56,165.1,XL
65,180.34,L
63,157.48,L
55,157.48,S
76,172.72,XXXL
72,162.56,XXXL
40,149.86,XXS
67,177.8,XL
68,160.02,L
63,160.02,XL
70,165.1,XXXL
58,165.1,XL
49,157.48,XXS
69,165.1,L
54,170.18,S
53,170.18,XXS
72,162.56,XXXL
61,172.72,XL
113,170.18,XXXL
100,170.18,XXXL
52,165.1,S
68,170.18,L
77,162.56,XXXL
63,157.48,XXXL
58,160.02,M
63,154.94,XL
54,167.64,XXS
58,167.64,M
57,152.4,M
70,157.48,XXXL
66,177.8,XXXL
75,160.02,XXXL
65,172.72,M
58,162.56,M
77,160.02,XXXL
59,165.1,XL
61,157.48,XL
52,157.48,M
58,167.64,M
56,152.4,S
53,167.64,M
54,160.02,M
83,180.34,XXXL
50,162.56,M
54,162.56,M
66,162.56,XL
61,175.26,L
57,162.56,M
52,157.48,XXS
56,160.02,S
83,185.42,XXXL
68,170.18,L
65,165.1,XXXL
56,172.72,S
58,160.02,XL
65,165.1,XXXL
58,154.94,L
58,172.72,L
52,154.94,M
68,162.56,XXXL
62,170.18,M
56,157.48,M
49,162.56,XXS
68,167.64,L
70,167.64,XXXL
52,172.72,S
68,170.18,XXXL
62,170.18,L
54,177.8,S
47,157.48,XXS
58,167.64,M
49,157.48,XXS
56,154.94,M
68,177.8,M
61,160.02,M
77,177.8,M
80,172.72,XXXL
58,170.18,XL
54,162.56,XXS
49,149.86,S
72,162.56,XXXL
57,160.02,M
63,172.72,XL
65,167.64,S
63,157.48,XL
54,165.1,S
65,177.8,XL
48,152.4,S
63,172.72,L
62,160.02,M
68,175.26,L
58,170.18,M
68,177.8,L
99,172.72,XXXL
63,175.26,XL
56,162.56,M
56,152.4,S
45,154.94,S
63,167.64,S
54,165.1,S
68,165.1,XXXL
63,167.64,M
72,165.1,XL
63,175.26,M
54,157.48,M
61,177.8,M
63,170.18,XL
63,172.72,L
61,167.64,M
54,165.1,XXS
46,152.4,XXS
61,160.02,L
52,165.1,XXS
68,170.18,XXXL
55,170.18,S
58,175.26,XL
64,167.64,L
64,177.8,S
58,170.18,M
50,160.02,S
53,160.02,M
61,180.34,S
52,157.48,S
74,162.56,XXXL
53,167.64,S
63,175.26,L
61,165.1,M
58,167.64,S
52,162.56,XXS
63,180.34,M
79,170.18,XL
72,165.1,XXXL
70,162.56,XL
56,162.56,M
65,172.72,M
58,167.64,XXS
52,162.56,M
90,167.64,XXXL
65,165.1,XXXL
54,170.18,S
61,167.64,L
74,175.26,L
83,167.64,XXXL
65,172.72,L
49,157.48,XXS
58,167.64,M
69,165.1,XL
68,177.8,L
63,157.48,L
67,172.72,XXXL
54,165.1,M
62,167.64,M
63,162.56,XL
74,162.56,XL
79,167.64,XXXL
63,167.64,XXXL
54,162.56,S
63,175.26,L
45,154.94,XXS
56,157.48,M
79,177.8,XXXL
58,157.48,M
57,165.1,M
62,162.56,L
58,167.64,M
70,162.56,XL
47,157.48,S
63,182.88,XL
54,165.1,M
49,160.02,XXS
77,152.4,XXXL
47,152.4,XXS
49,167.64,S
56,160.02,S
58,167.64,M
63,170.18,M
68,175.26,M
52,149.86,M
56,160.02,S
56,157.48,M
84,165.1,XXXL
49,157.48,XXS
61,160.02,M
52,154.94,S
81,175.26,XXXL
61,157.48,L
63,175.26,M
60,167.64,L
53,172.72,M
54,162.56,S
77,170.18,XL
62,167.64,M
58,154.94,XL
65,162.56,L
52,154.94,S
72,170.18,XL
54,162.56,XXS
56,160.02,M
70,170.18,XL
56,157.48,M
54,162.56,S
58,175.26,S
77,165.1,XL
83,177.8,XXXL
58,170.18,XXXL
61,170.18,M
54,167.64,S
45,152.4,M
55,165.1,M
89,167.64,XXXL
63,162.56,XL
61,172.72,M
63,175.26,XL
47,154.94,S
56,167.64,S
48,154.94,XXS
70,160.02,XXXL
62,175.26,M
61,177.8,XL
74,165.1,XXXL
68,167.64,XXXL
55,167.64,L
58,157.48,M
58,170.18,S
81,170.18,XXXL
58,157.48,L
63,170.18,M
58,152.4,M
47,157.48,L
61,160.02,S
77,175.26,XXXL
61,165.1,L
61,162.56,M
63,165.1,M
63,170.18,XL
63,167.64,XL
54,170.18,M
57,157.48,S
48,157.48,XXS
68,162.56,XXXL
70,170.18,XXXL
49,154.94,XXS
56,154.94,S
58,170.18,M
53,165.1,S
95,172.72,XXXL
61,165.1,XL
58,160.02,M
61,157.48,XXS
81,160.02,XXXL
56,167.64,M
53,170.18,S
54,152.4,S
67,175.26,M
68,165.1,XL
58,167.64,M
57,167.64,M
63,180.34,S
48,157.48,S
54,157.48,M
72,175.26,L
58,157.48,M
50,157.48,S
68,162.56,XL
56,170.18,S
55,160.02,M
54,157.48,XXS
61,167.64,XL
61,162.56,L
56,154.94,S
62,180.34,M
58,167.64,XXS
56,160.02,L
63,165.1,L
58,160.02,S
54,172.72,S
56,162.56,S
61,177.8,L
74,172.72,XL
72,160.02,XXXL
49,152.4,M
72,180.34,XXXL
70,162.56,XL
70,154.94,XXXL
61,175.26,L
72,175.26,XXXL
58,172.72,L
72,185.42,XL
66,167.64,L
58,157.48,M
81,165.1,XL
54,170.18,S
47,162.56,S
61,165.1,M
61,167.64,XL
61,165.1,M
54,160.02,S
55,175.26,XXS
68,175.26,XL
50,160.02,XXS
52,160.02,S
72,167.64,XXXL
58,162.56,M
61,165.1,L
55,157.48,M
64,172.72,L
86,170.18,XXXL
56,162.56,S
60,172.72,M
77,175.26,XL
74,180.34,XL
72,170.18,XXXL
57,162.56,M
70,177.8,XL
56,170.18,M
65,165.1,M
47,157.48,S
63,175.26,L
63,160.02,XL
56,172.72,L
63,157.48,M
63,160.02,XL
61,160.02,L
56,172.72,S
58,165.1,M
61,160.02,XL
54,165.1,M
65,157.48,XXXL
58,160.02,M
64,162.56,XL
53,162.56,S
56,160.02,S
77,157.48,XXXL
61,162.56,S
70,172.72,XL
63,177.8,L
53,162.56,S
58,172.72,S
45,154.94,XXS
56,167.64,S
79,170.18,XXXL
49,170.18,XXS
59,167.64,L
57,152.4,M
58,162.56,XL
65,170.18,XL
54,152.4,S
56,162.56,S
52,167.64,S
58,157.48,S
56,154.94,M
61,170.18,M
61,170.18,L
68,170.18,M
67,170.18,L
54,162.56,S
52,167.64,M
58,160.02,M
54,165.1,S
61,175.26,L
66,172.72,L
56,160.02,M
54,165.1,L
68,172.72,XL
52,160.02,M
68,152.4,XXXL
69,170.18,XXXL
58,167.64,M
56,165.1,M
60,167.64,S
56,162.56,L
58,172.72,S
52,154.94,M
49,157.48,S
54,157.48,XXS
65,160.02,XL
68,154.94,XXXL
63,165.1,XXXL
72,172.72,L
79,172.72,XXXL
61,172.72,M
45,162.56,XXS
61,172.72,M
61,167.64,XL
63,152.4,XL
55,167.64,M
66,175.26,M
59,160.02,L
55,170.18,XXS
58,172.72,S
68,170.18,XL
65,170.18,XL
79,160.02,XXXL
68,167.64,XXXL
51,160.02,XXS
61,172.72,S
97,165.1,XXXL
68,175.26,M
58,157.48,XL
56,162.56,M
52,167.64,M
58,160.02,M
63,162.56,XL
79,177.8,XL
52,160.02,S
68,160.02,XXXL
62,170.18,L
58,152.4,XL
61,165.1,M
65,160.02,XL
58,172.72,XXS
97,167.64,XL
55,154.94,M
58,170.18,M
53,152.4,S
77,167.64,XXXL
56,162.56,M
53,157.48,XXS
61,167.64,M
51,172.72,S
77,160.02,XXXL
67,162.56,XXXL
54,162.56,S
68,165.1,XXXL
65,167.64,XL
52,157.48,M
68,167.64,XL
62,139.7,M
63,167.64,L
58,160.02,S
79,165.1,XXXL
64,167.64,XL
67,170.18,L
61,167.64,L
81,167.64,XXXL
43,157.48,XXS
61,162.56,M
54,160.02,M
62,170.18,L
65,165.1,XL
76,167.64,XXXL
61,170.18,XL
54,160.02,S
90,170.18,XXXL
53,170.18,M
56,167.64,XXS
68,167.64,XL
63,182.88,XL
63,160.02,XXXL
47,157.48,XXS
58,162.56,M
54,160.02,M
56,,S
52,157.48,M
56,157.48,M
58,172.72,M
86,170.18,XXXL
63,162.56,M
64,170.18,L
68,170.18,L
62,157.48,XL
77,170.18,XXXL
61,167.64,M
68,167.64,L
83,170.18,XXXL
68,170.18,XL
56,157.48,L
57,162.56,L
53,175.26,M
68,180.34,XL
57,165.1,M
56,167.64,M
63,172.72,S
63,167.64,L
61,167.64,S
63,160.02,M
68,167.64,XXXL
58,157.48,M
58,160.02,XL
65,162.56,XL
72,160.02,XXXL
65,162.56,XL
56,170.18,S
56,162.56,S
52,160.02,XXS
56,162.56,S
61,160.02,S
62,149.86,XL
54,154.94,XXS
47,157.48,S
56,160.02,S
52,154.94,S
65,170.18,XL
55,170.18,S
52,154.94,S
53,170.18,M
68,172.72,L
74,162.56,XXXL
54,175.26,S
63,160.02,XL
61,160.02,XL
54,172.72,S
65,170.18,L
68,172.72,XL
65,170.18,L
71,175.26,XXXL
74,172.72,XXXL
40,157.48,XXS
68,172.72,XL
72,167.64,XL
53,152.4,XXS
61,165.1,M
56,165.1,S
72,177.8,XXXL
58,165.1,S
52,167.64,M
68,165.1,XXXL
68,177.8,L
68,162.56,XL
61,157.48,XL
57,167.64,S
47,157.48,XXS
43,160.02,XXS
54,165.1,M
45,162.56,XXS
58,167.64,S
67,180.34,XL
70,170.18,XL
56,170.18,S
56,160.02,M
54,157.48,S
88,167.64,XXXL
63,167.64,M
58,162.56,M
65,167.64,XL
63,167.64,M
63,165.1,L
56,170.18,S
70,167.64,XL
77,172.72,XXXL
74,175.26,XL
61,162.56,XL
58,175.26,XL
61,162.56,M
53,157.48,XXS
63,167.64,M
65,180.34,XXXL
79,180.34,XXXL
47,149.86,S
53,152.4,M
55,175.26,L
61,167.64,XL
99,170.18,XXXL
61,162.56,M
52,160.02,S
58,165.1,M
56,167.64,M
65,177.8,XL
53,160.02,M
65,172.72,XL
63,165.1,L
61,172.72,S
52,172.72,S
52,167.64,S
53,167.64,M
68,157.48,XXXL
61,157.48,XXXL
49,144.78,S
68,180.34,XL
48,160.02,XXS
54,162.56,S
50,154.94,M
57,160.02,M
55,162.56,M
57,160.02,M
61,170.18,XL
56,170.18,L
58,165.1,M
56,154.94,S
71,177.8,L
68,177.8,XL
66,167.64,XXXL
50,160.02,S
55,170.18,M
56,170.18,M
70,175.26,XL
49,165.1,XXS
90,177.8,XXXL
57,162.56,S
49,162.56,XXS
47,157.48,XXS
66,175.26,XL
76,175.26,XXXL
57,167.64,L
67,172.72,L
65,162.56,XXXL
61,162.56,XL
61,154.94,XL
52,152.4,S
76,167.64,XXXL
54,167.64,S
61,175.26,L
51,167.64,S
55,162.56,M
56,165.1,S
54,162.56,S
55,167.64,M
52,170.18,M
77,172.72,XXXL
81,170.18,XXXL
72,177.8,XXXL
61,167.64,L
74,167.64,XXXL
58,162.56,M
68,175.26,XL
61,175.26,M
90,172.72,XXXL
68,177.8,XXXL
54,157.48,M
54,160.02,M
58,172.72,M
72,172.72,XL
61,177.8,M
58,170.18,M
56,160.02,M
65,165.1,L
45,149.86,XXS
65,162.56,XL
54,167.64,S
72,157.48,XXXL
61,167.64,M
98,175.26,XXXL
61,162.56,M
54,157.48,S
56,162.56,XXS
65,167.64,L
56,165.1,L
68,170.18,XL
58,167.64,M
61,170.18,L
60,165.1,M
78,170.18,XXXL
58,167.64,L
61,157.48,M
57,167.64,M
65,162.56,XL
56,175.26,S
56,165.1,S
68,172.72,XL
65,165.1,L
79,180.34,XXXL
50,154.94,M
49,162.56,S
66,154.94,XXXL
53,160.02,S
68,152.4,XXXL
53,152.4,M
68,172.72,XL
64,170.18,XL
58,170.18,S
52,170.18,XXS
54,160.02,XXS
49,167.64,XXS
63,172.72,L
65,175.26,M
54,160.02,S
62,165.1,XL
63,185.42,M
61,162.56,L
58,167.64,M
65,167.64,XL
74,180.34,XXXL
65,170.18,XL
79,170.18,XXXL
65,165.1,M
81,177.8,L
54,160.02,M
74,172.72,XXXL
61,167.64,M
61,,L
58,162.56,XXS
55,160.02,S
58,175.26,S
51,162.56,M
58,165.1,M
74,172.72,M
49,157.48,M
65,172.72,XXXL
49,160.02,S
63,167.64,M
67,165.1,XL
58,172.72,S
86,172.72,XXXL
47,157.48,S
57,160.02,XL
65,175.26,XL
63,170.18,M
52,165.1,S
72,167.64,XXXL
56,162.56,S
65,162.56,XL
78,170.18,XXXL
58,160.02,S
60,152.4,L
57,175.26,S
72,170.18,XXXL
50,162.56,XXS
58,157.48,XL
63,160.02,XL
69,177.8,XXXL
67,165.1,XXXL
47,165.1,XXS
58,170.18,M
52,157.48,M
61,152.4,XXXL
65,175.26,XL
54,152.4,M
63,170.18,L
45,162.56,S
61,175.26,M
77,165.1,XXXL
61,154.94,M
62,172.72,XL
70,170.18,L
49,160.02,S
72,172.72,XL
54,172.72,S
74,175.26,XXXL
63,167.64,XXXL
61,172.72,XL
52,165.1,XXS
61,167.64,L
52,162.56,L
58,167.64,S
58,165.1,M
72,170.18,XXXL
56,170.18,S
53,165.1,S
52,162.56,XXS
49,154.94,XXS
79,167.64,XXXL
55,162.56,S
50,160.02,S
52,165.1,XXS
68,172.72,XL
71,157.48,XXXL
65,162.56,L
50,170.18,XXS
57,162.56,M
49,172.72,S
68,160.02,XL
63,175.26,L
55,160.02,XXS
61,177.8,L
68,160.02,XL
63,167.64,L
54,170.18,M
63,160.02,XL
79,177.8,L
63,170.18,XL
52,157.48,S
99,167.64,XXXL
58,167.64,M
68,175.26,XL
48,162.56,XXS
68,162.56,XL
61,167.64,L
74,162.56,XXXL
83,175.26,XXXL
72,170.18,XL
54,162.56,S
54,165.1,S
83,170.18,XXXL
70,172.72,XL
63,167.64,M
70,175.26,XL
49,160.02,XXS
58,165.1,M
63,167.64,M
63,170.18,L
58,175.26,M
63,154.94,XXXL
54,160.02,S
70,182.88,XL
56,160.02,M
58,165.1,M
63,170.18,L
61,170.18,M
53,170.18,XXS
52,162.56,XXS
71,167.64,XXXL
56,165.1,XL
56,162.56,M
63,162.56,XL
63,175.26,L
63,177.8,L
58,170.18,M
45,157.48,XXS
55,170.18,S
56,165.1,S
63,170.18,XL
61,154.94,S
72,175.26,L
63,165.1,M
61,172.72,M
56,160.02,M
56,160.02,M
56,162.56,S
72,172.72,XXXL
67,160.02,XXXL
58,167.64,M
58,170.18,S
63,154.94,L
53,160.02,S
68,177.8,XL
55,160.02,M
79,172.72,XXXL
58,170.18,L
50,154.94,XXS
61,175.26,M
58,162.56,M
56,160.02,M
58,170.18,L
70,157.48,XXXL
63,167.64,M
47,157.48,S
74,170.18,XL
72,157.48,XXXL
68,160.02,L
53,154.94,S
51,160.02,S
63,162.56,L
54,162.56,S
68,172.72,L
79,162.56,XXXL
49,162.56,S
55,170.18,XL
68,165.1,L
52,167.64,XXS
65,177.8,L
55,162.56,XL
83,175.26,XL
54,165.1,M
68,157.48,XXXL
54,165.1,M
68,175.26,XL
61,180.34,L
58,172.72,S
53,162.56,M
61,160.02,XL
56,160.02,M
56,162.56,M
88,175.26,XXXL
68,162.56,L
58,162.56,XXS
56,177.8,S
53,160.02,M
56,160.02,M
54,165.1,XXS
65,175.26,M
56,165.1,M
52,170.18,XXS
56,157.48,S
62,167.64,L
52,152.4,S
62,165.1,S
58,154.94,XL
57,157.48,S
61,170.18,M
54,162.56,S
86,175.26,XXXL
63,167.64,XL
79,162.56,XL
54,154.94,XL
63,170.18,M
58,177.8,S
57,165.1,M
52,149.86,M
61,167.64,M
54,160.02,XXS
63,170.18,M
58,172.72,M
53,162.56,S
63,165.1,XL
58,175.26,S
81,165.1,XXXL
53,167.64,S
72,157.48,XL
58,175.26,M
57,165.1,XL
63,165.1,XL
54,160.02,S
58,162.56,M
59,170.18,M
54,162.56,S
54,157.48,S
65,167.64,XL
68,175.26,XL
72,162.56,XL
88,167.64,XXXL
51,162.56,M
52,165.1,S
54,170.18,S
57,170.18,M
56,162.56,S
56,165.1,S
63,170.18,L
49,165.1,XXS
63,167.64,L
72,154.94,XXXL
49,167.64,XXS
58,157.48,M
68,170.18,XL
90,170.18,XXXL
65,177.8,XL
79,172.72,XXXL
48,157.48,XXS
54,157.48,S
56,172.72,S
54,167.64,S
47,162.56,XXS
61,170.18,XXXL
70,170.18,XXXL
58,162.56,M
56,165.1,M
55,165.1,S
63,175.26,M
72,162.56,XXXL
56,165.1,S
56,160.02,M
58,167.64,M
49,152.4,S
53,162.56,S
77,172.72,XL
70,165.1,XXXL
49,165.1,XXS
62,170.18,M
62,167.64,L
45,157.48,S
68,172.72,XXXL
51,162.56,M
65,172.72,L
55,162.56,M
71,157.48,XXXL
52,162.56,S
54,157.48,S
61,165.1,XL
54,172.72,S
63,170.18,XL
52,167.64,M
49,154.94,S
52,167.64,XXS
68,162.56,XXXL
52,170.18,XXS
49,165.1,S
54,154.94,XL
49,165.1,XXS
74,162.56,XXXL
53,160.02,S
65,162.56,XL
50,152.4,S
72,160.02,XXXL
72,167.64,XL
63,170.18,M
56,170.18,S
58,165.1,M
58,162.56,M
51,162.56,S
63,172.72,L
45,152.4,XXS
56,162.56,S
48,152.4,XXS
56,160.02,L
53,160.02,S
58,160.02,S
68,167.64,XXXL
63,167.64,L
54,165.1,S
63,167.64,L
52,157.48,S
70,175.26,XL
50,157.48,S
61,157.48,M
61,160.02,XL
63,162.56,L
58,170.18,M
65,157.48,XXXL
58,170.18,S
62,170.18,L
69,177.8,L
48,157.48,XXS
72,172.72,XXXL
58,162.56,S
68,175.26,XL
49,160.02,S
54,162.56,L
65,172.72,L
56,160.02,M
79,172.72,XXXL
70,165.1,XL
58,162.56,XXS
58,170.18,M
70,170.18,XL
86,162.56,XXXL
53,157.48,S
58,165.1,L
58,175.26,M
56,167.64,S
79,157.48,XXXL
63,175.26,M
49,154.94,S
63,165.1,XL
58,170.18,M
52,162.56,S
47,157.48,XXS
72,165.1,XXXL
51,160.02,S
56,172.72,XXS
68,165.1,XL
54,157.48,M
63,160.02,XL
68,167.64,L
72,157.48,XXXL
58,162.56,M
53,165.1,S
56,170.18,M
57,162.56,M
58,167.64,M
57,167.64,M
61,172.72,XL
47,152.4,XXS
64,170.18,XL
58,162.56,L
50,157.48,XXS
52,160.02,L
63,160.02,L
56,167.64,XXS
58,162.56,L
126,172.72,XXXL
65,177.8,XL
63,160.02,XL
51,154.94,XXS
54,165.1,M
52,165.1,S
63,172.72,S
68,175.26,XL
52,154.94,S
51,157.48,S
74,182.88,XXXL
68,160.02,XXXL
63,162.56,L
56,165.1,L
101,172.72,XXXL
63,160.02,XXXL
48,162.56,S
59,170.18,L
52,162.56,S
65,170.18,XL
63,170.18,M
58,170.18,M
58,165.1,S
61,157.48,L
77,170.18,XXXL
59,157.48,XL
58,160.02,XL
63,172.72,L
71,157.48,XXXL
58,167.64,M
93,165.1,XXXL
58,160.02,M
72,172.72,XXXL
60,165.1,M
63,167.64,M
60,157.48,M
54,162.56,S
56,147.32,XL
68,170.18,XL
52,157.48,S
68,167.64,XL
56,160.02,M
65,165.1,XXXL
81,165.1,XL
72,170.18,XL
58,157.48,M
63,157.48,L
52,154.94,M
86,,XXXL
58,177.8,M
63,167.64,S
45,157.48,XXS
55,160.02,M
56,167.64,M
56,170.18,S
65,165.1,L
56,165.1,S
65,162.56,M
53,165.1,S
58,162.56,XL
56,160.02,S
72,170.18,XL
79,167.64,XXXL
61,162.56,L
54,162.56,S
70,170.18,XL
77,190.5,XXXL
73,162.56,XL
72,165.1,XL
61,177.8,M
61,154.94,XL
53,165.1,S
56,170.18,S
62,165.1,S
54,162.56,XL
58,160.02,M
63,177.8,M
68,170.18,XXXL
68,175.26,L
56,165.1,L
47,157.48,XXS
58,162.56,L
58,175.26,M
58,170.18,L
74,172.72,XXXL
53,152.4,S
61,177.8,S
58,157.48,M
46,162.56,XXS
86,162.56,XXXL
63,154.94,XXXL
61,167.64,M
63,170.18,L
72,175.26,XL
63,165.1,M
55,170.18,M
58,160.02,M
63,167.64,L
62,172.72,L
72,177.8,L
68,162.56,L
48,162.56,M
56,162.56,S
60,165.1,M
54,165.1,M
52,162.56,S
52,152.4,XXS
61,165.1,M
70,170.18,XL
50,157.48,S
58,160.02,XL
54,165.1,M
56,165.1,S
65,165.1,XXXL
58,175.26,M
56,162.56,M
47,154.94,M
58,175.26,S
86,177.8,XXXL
70,160.02,XXXL
65,167.64,L
56,162.56,S
48,154.94,XXS
50,157.48,S
62,157.48,XL
56,172.72,M
65,162.56,XL
54,162.56,S
62,175.26,XL
88,177.8,XXXL
54,154.94,S
56,157.48,M
65,167.64,XL
60,172.72,S
52,162.56,S
54,165.1,M
72,172.72,XXXL
63,170.18,M
81,170.18,XXXL
58,172.72,XL
58,170.18,L
79,172.72,XXXL
68,175.26,L
65,162.56,M
56,170.18,XXS
65,177.8,XL
63,160.02,XXXL
71,170.18,XXXL
72,170.18,XXXL
58,172.72,M
47,154.94,S
58,170.18,XL
60,172.72,L
58,175.26,M
52,160.02,S
61,162.56,XL
62,162.56,XL
63,165.1,XXXL
52,160.02,L
65,167.64,M
70,172.72,L
52,165.1,S
61,170.18,L
65,185.42,M
54,157.48,M
58,177.8,S
58,167.64,M
58,160.02,M
53,154.94,L
61,170.18,M
83,167.64,XXXL
68,170.18,L
79,177.8,XXXL
58,162.56,L
52,157.48,XXS
56,154.94,S
62,165.1,M
65,160.02,M
61,162.56,L
55,160.02,M
51,162.56,S
56,172.72,M
57,165.1,M
57,167.64,XXS
66,172.72,L
56,170.18,M
61,165.1,M
68,177.8,XXXL
45,157.48,M
61,170.18,M
58,165.1,M
61,170.18,L
90,175.26,XXXL
53,162.56,S
63,167.64,S
58,175.26,S
54,162.56,XXS
61,165.1,M
65,172.72,XL
61,167.64,L
63,162.56,XL
56,175.26,S
68,170.18,XL
79,167.64,XXXL
104,154.94,XXXL
56,157.48,L
54,157.48,S
61,172.72,M
54,160.02,S
63,175.26,L
58,170.18,XXS
65,172.72,L
67,175.26,XXXL
47,154.94,XXS
57,165.1,S
61,165.1,M
53,167.64,M
61,162.56,M
65,162.56,XXXL
63,167.64,L
49,157.48,XXS
61,177.8,M
58,170.18,M
65,162.56,XXXL
55,167.64,M
52,157.48,M
48,162.56,S
55,162.56,S
90,175.26,XXXL
72,182.88,XXXL
59,162.56,XL
70,167.64,L
88,175.26,XXXL
54,157.48,S
77,165.1,XL
65,165.1,M
74,177.8,XXXL
60,162.56,M
65,167.64,L
56,154.94,L
71,175.26,XXXL
56,170.18,S
56,162.56,M
63,177.8,XL
52,157.48,M
63,162.56,XL
63,170.18,XL
65,172.72,M
58,167.64,L
77,165.1,XXXL
57,165.1,M
54,170.18,S
60,172.72,S
50,165.1,S
72,160.02,XXXL
59,165.1,L
63,165.1,XL
56,170.18,S
56,170.18,S
70,172.72,XL
58,165.1,M
63,162.56,XXXL
61,167.64,XL
62,170.18,XXXL
61,170.18,S
62,170.18,M
74,154.94,XXXL
68,165.1,XXXL
54,154.94,M
70,167.64,XL
61,172.72,M
95,157.48,XXXL
54,165.1,S
56,160.02,M
61,175.26,M
68,160.02,XL
